TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday
14440527,3/17/2023 10:30:00 AM,C,0.00,3970.00,4015.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14441199,3/17/2023 10:45:00 AM,C,0.00,3960.00,4005.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
14427495,3/17/2023 11:00:00 AM,P,0.00,3875.00,3830.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,26
14428123,3/17/2023 11:15:00 AM,P,0.00,3880.00,3835.00,45.00,2.70,P100,,,3/17/2023 11:43:00 AM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
14443191,3/17/2023 11:30:00 AM,C,0.00,3950.00,3995.00,45.00,2.35,P100,,,3/17/2023 12:31:00 PM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,0
14443811,3/17/2023 11:45:00 AM,C,0.00,3940.00,3985.00,45.00,2.60,P100,,,3/17/2023 12:09:00 PM,1x,5.20,False,Stop Loss,-2.60,-2.80,3.30,0.20,1.1,0
14430031,3/17/2023 12:00:00 PM,P,0.00,3875.00,3825.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14430643,3/17/2023 12:15:00 PM,P,0.00,3885.00,3840.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14431211,3/17/2023 12:30:00 PM,P,0.00,3890.00,3845.00,45.00,2.40,P100,,,3/17/2023 2:25:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
14431763,3/17/2023 12:45:00 PM,P,0.00,3890.00,3840.00,50.00,2.30,P100,,,3/17/2023 2:25:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14446651,3/17/2023 1:00:00 PM,C,0.00,3950.00,3995.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
14432779,3/17/2023 1:15:00 PM,P,0.00,3900.00,3855.00,45.00,2.45,P100,,,3/17/2023 2:15:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
14447663,3/17/2023 1:30:00 PM,C,0.00,3950.00,3995.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14448127,3/17/2023 1:45:00 PM,C,0.00,3945.00,3990.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
14434111,3/17/2023 2:00:00 PM,P,0.00,3905.00,3860.00,45.00,2.70,P100,,,3/17/2023 2:14:00 PM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
14448995,3/17/2023 2:15:00 PM,C,0.00,3935.00,3980.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
14449379,3/17/2023 2:30:00 PM,C,0.00,3930.00,3975.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
14449787,3/17/2023 2:45:00 PM,C,0.00,3930.00,3975.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14436191,3/17/2023 3:00:00 PM,P,0.00,3895.00,3850.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
14436683,3/17/2023 3:15:00 PM,P,0.00,3900.00,3850.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14437063,3/17/2023 3:30:00 PM,P,0.00,3915.00,3870.00,45.00,2.95,P100,,,3/17/2023 3:32:00 PM,1x,5.90,False,Stop Loss,-2.95,-3.15,3.30,0.20,1.1,0
14437427,3/17/2023 3:45:00 PM,P,0.00,3915.00,3870.00,45.00,2.90,P100,,,3/17/2023 3:47:00 PM,1x,5.80,False,Stop Loss,-2.90,-3.10,3.30,0.20,1.1,0
14452451,3/20/2023 9:33:00 AM,P,0.00,3855.00,3800.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,26
14453303,3/20/2023 9:45:00 AM,P,0.00,3860.00,3810.00,50.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14454099,3/20/2023 10:00:00 AM,P,0.00,3875.00,3830.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
14469487,3/20/2023 10:15:00 AM,C,0.00,3975.00,4020.00,45.00,2.40,P100,,,3/20/2023 11:29:00 AM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,26
14455775,3/20/2023 10:30:00 AM,P,0.00,3890.00,3835.00,55.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14470507,3/20/2023 10:45:00 AM,C,0.00,3970.00,4015.00,45.00,2.70,P100,,,3/20/2023 11:02:00 AM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
14457283,3/20/2023 11:00:00 AM,P,0.00,3910.00,3865.00,45.00,2.50,P100,,,3/20/2023 12:11:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14458015,3/20/2023 11:15:00 AM,P,0.00,3910.00,3865.00,45.00,2.50,P100,,,3/20/2023 12:11:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14458715,3/20/2023 11:30:00 AM,P,0.00,3920.00,3875.00,45.00,2.45,P100,,,3/20/2023 12:07:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
14472283,3/20/2023 11:45:00 AM,C,0.00,3975.00,4020.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
14472703,3/20/2023 12:00:00 PM,C,0.00,3965.00,4010.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
14473135,3/20/2023 12:15:00 PM,C,0.00,3955.00,4000.00,45.00,3.00,P100,,,3/20/2023 12:56:00 PM,1x,6.00,False,Stop Loss,-3.00,-3.20,3.30,0.20,1.1,0
14473563,3/20/2023 12:30:00 PM,C,0.00,3960.00,4005.00,45.00,2.85,P100,,,3/20/2023 1:06:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
14462215,3/20/2023 12:45:00 PM,P,0.00,3900.00,3850.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14462767,3/20/2023 1:00:00 PM,P,0.00,3920.00,3875.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
14463299,3/20/2023 1:15:00 PM,P,0.00,3930.00,3885.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
14475155,3/20/2023 1:30:00 PM,C,0.00,3965.00,4010.00,45.00,2.85,P100,,,,1x,,True,Expiration,2.85,2.80,1.65,0.05,0,0
14464331,3/20/2023 1:45:00 PM,P,0.00,3930.00,3885.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
14475811,3/20/2023 2:00:00 PM,C,0.00,3960.00,4005.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
14476127,3/20/2023 2:15:00 PM,C,0.00,3955.00,4000.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
14465751,3/20/2023 2:30:00 PM,P,0.00,3935.00,3890.00,45.00,2.85,P100,,,3/20/2023 2:37:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
14476703,3/20/2023 2:45:00 PM,C,0.00,3950.00,3995.00,45.00,2.35,P100,,,3/20/2023 2:50:00 PM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,0
14466551,3/20/2023 3:00:00 PM,P,0.00,3935.00,3890.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
14477223,3/20/2023 3:15:00 PM,C,0.00,3945.00,3990.00,45.00,3.05,P100,,,3/20/2023 3:35:00 PM,1x,6.10,False,Stop Loss,-3.05,-3.25,3.30,0.20,1.1,0
14467055,3/20/2023 3:30:00 PM,P,0.00,3945.00,3900.00,45.00,4.05,P100,,,,1x,,True,Expiration,4.05,4.00,1.65,0.05,0,0
14467251,3/20/2023 3:45:00 PM,P,0.00,3950.00,3905.00,45.00,4.50,P100,,,,1x,,True,Expiration,4.50,4.45,1.65,0.05,0,0
14486883,3/21/2023 9:33:00 AM,P,0.00,3950.00,3895.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,25
14487535,3/21/2023 9:45:00 AM,P,0.00,3955.00,3910.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14488119,3/21/2023 10:00:00 AM,P,0.00,3965.00,3920.00,45.00,2.65,P100,,,3/21/2023 10:23:00 AM,1x,5.30,False,Stop Loss,-2.65,-2.85,3.30,0.20,1.1,0
14480023,3/21/2023 10:15:00 AM,C,0.00,4010.00,4055.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,25
14480423,3/21/2023 10:30:00 AM,C,0.00,4005.00,4050.00,45.00,2.70,P100,,,3/21/2023 3:44:00 PM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
14480835,3/21/2023 10:45:00 AM,C,0.00,4005.00,4050.00,45.00,2.70,P100,,,3/21/2023 3:44:00 PM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
14481239,3/21/2023 11:00:00 AM,C,0.00,4000.00,4045.00,45.00,2.80,P100,,,3/21/2023 3:39:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
14491031,3/21/2023 11:15:00 AM,P,0.00,3960.00,3915.00,45.00,2.50,P100,,,3/21/2023 11:46:00 AM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14491539,3/21/2023 11:30:00 AM,P,0.00,3960.00,3915.00,45.00,2.50,P100,,,3/21/2023 11:46:00 AM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14482359,3/21/2023 11:45:00 AM,C,0.00,3995.00,4040.00,45.00,2.60,P100,,,3/21/2023 3:12:00 PM,1x,5.20,False,Stop Loss,-2.60,-2.80,3.30,0.20,1.1,0
14482747,3/21/2023 12:00:00 PM,C,0.00,3990.00,4035.00,45.00,3.20,P100,,,3/21/2023 2:57:00 PM,1x,6.40,False,Stop Loss,-3.20,-3.40,3.30,0.20,1.1,0
14492943,3/21/2023 12:15:00 PM,P,0.00,3960.00,3915.00,45.00,2.75,P100,,,,1x,,True,Expiration,2.75,2.70,1.65,0.05,0,0
14493359,3/21/2023 12:30:00 PM,P,0.00,3965.00,3920.00,45.00,3.00,P100,,,,1x,,True,Expiration,3.00,2.95,1.65,0.05,0,0
14483723,3/21/2023 12:45:00 PM,C,0.00,3990.00,4035.00,45.00,3.10,P100,,,3/21/2023 2:57:00 PM,1x,6.20,False,Stop Loss,-3.10,-3.30,3.30,0.20,1.1,0
14494227,3/21/2023 1:00:00 PM,P,0.00,3965.00,3920.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
14494643,3/21/2023 1:15:00 PM,P,0.00,3970.00,3925.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
14495031,3/21/2023 1:30:00 PM,P,0.00,3975.00,3930.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
14495423,3/21/2023 1:45:00 PM,P,0.00,3975.00,3930.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14485207,3/21/2023 2:00:00 PM,C,0.00,3985.00,4030.00,45.00,3.20,P100,,,3/21/2023 2:37:00 PM,1x,6.40,False,Stop Loss,-3.20,-3.40,3.30,0.20,1.1,0
14485451,3/21/2023 2:15:00 PM,C,0.00,3985.00,4030.00,45.00,3.45,P100,,,3/21/2023 2:45:00 PM,1x,6.90,False,Stop Loss,-3.45,-3.65,3.30,0.20,1.1,0
14496387,3/21/2023 2:30:00 PM,P,0.00,3980.00,3935.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
14496639,3/21/2023 2:45:00 PM,P,0.00,3985.00,3940.00,45.00,3.20,P100,,,,1x,,True,Expiration,3.20,3.15,1.65,0.05,0,0
14496883,3/21/2023 3:00:00 PM,P,0.00,3990.00,3945.00,45.00,3.80,P100,,,,1x,,True,Expiration,3.80,3.75,1.65,0.05,0,0
14497131,3/21/2023 3:15:00 PM,P,0.00,3995.00,3950.00,45.00,3.05,P100,,,,1x,,True,Expiration,3.05,3.00,1.65,0.05,0,0
14497351,3/21/2023 3:30:00 PM,P,0.00,4000.00,3955.00,45.00,4.50,P100,,,,1x,,True,Expiration,4.50,4.45,1.65,0.05,0,0
14520447,3/22/2023 9:33:00 AM,C,0.00,4080.00,4125.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,26
14521167,3/22/2023 9:45:00 AM,C,0.00,4075.00,4120.00,45.00,2.30,P100,,,3/22/2023 10:29:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14500655,3/22/2023 10:00:00 AM,P,0.00,3920.00,3875.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,26
14522547,3/22/2023 10:15:00 AM,C,0.00,4080.00,4130.00,50.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14502375,3/22/2023 10:30:00 AM,P,0.00,3930.00,3885.00,45.00,2.50,P100,,,3/22/2023 1:01:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14503319,3/22/2023 10:45:00 AM,P,0.00,3925.00,3870.00,55.00,2.30,P100,,,3/22/2023 1:00:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14524459,3/22/2023 11:00:00 AM,C,0.00,4085.00,4130.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
14525123,3/22/2023 11:15:00 AM,C,0.00,4080.00,4125.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
14505999,3/22/2023 11:30:00 AM,P,0.00,3920.00,3875.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
14526443,3/22/2023 11:45:00 AM,C,0.00,4085.00,4140.00,55.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
14527119,3/22/2023 12:00:00 PM,C,0.00,4085.00,4130.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
14527811,3/22/2023 12:15:00 PM,C,0.00,4080.00,4125.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14528483,3/22/2023 12:30:00 PM,C,0.00,4085.00,4140.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14529191,3/22/2023 12:45:00 PM,C,0.00,4085.00,4140.00,55.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14529903,3/22/2023 1:00:00 PM,C,0.00,4085.00,4140.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14530627,3/22/2023 1:15:00 PM,C,0.00,4085.00,4140.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14513371,3/22/2023 1:30:00 PM,P,0.00,3910.00,3865.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14514291,3/22/2023 1:45:00 PM,P,0.00,3910.00,3865.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14515215,3/22/2023 2:00:00 PM,P,0.00,3905.00,3860.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
14533495,3/22/2023 2:15:00 PM,C,0.00,4075.00,4120.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
14516947,3/22/2023 2:30:00 PM,P,0.00,3945.00,3900.00,45.00,2.30,P100,,,,1x,,False,Expiration (ITM),-6.53,-6.73,3.30,0.20,2.9,0
14517739,3/22/2023 2:45:00 PM,P,0.00,3975.00,3925.00,50.00,2.30,P100,,,3/22/2023 3:01:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14535503,3/22/2023 3:00:00 PM,C,0.00,4035.00,4080.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14536083,3/22/2023 3:15:00 PM,C,0.00,4015.00,4060.00,45.00,2.55,P100,,,3/22/2023 3:21:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
14519507,3/22/2023 3:30:00 PM,P,0.00,3990.00,3945.00,45.00,2.95,P100,,,3/22/2023 3:31:00 PM,1x,5.90,False,Stop Loss,-2.95,-3.15,3.30,0.20,1.1,0
14536879,3/22/2023 3:45:00 PM,C,0.00,3985.00,4030.00,45.00,3.50,P100,,,,1x,,True,Expiration,3.50,3.45,1.65,0.05,0,0
14538183,3/23/2023 9:33:00 AM,P,0.00,3920.00,3875.00,45.00,2.55,P100,,,3/23/2023 2:40:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,26
14538935,3/23/2023 9:45:00 AM,P,0.00,3930.00,3885.00,45.00,2.40,P100,,,3/23/2023 2:29:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
14539851,3/23/2023 10:00:00 AM,P,0.00,3930.00,3885.00,45.00,2.30,P100,,,3/23/2023 2:29:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14540751,3/23/2023 10:15:00 AM,P,0.00,3940.00,3885.00,55.00,2.35,P100,,,3/23/2023 2:25:00 PM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,0
14541663,3/23/2023 10:30:00 AM,P,0.00,3940.00,3885.00,55.00,2.30,P100,,,3/23/2023 2:25:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14542471,3/23/2023 10:45:00 AM,P,0.00,3950.00,3905.00,45.00,2.50,P100,,,3/23/2023 1:26:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
14543347,3/23/2023 11:00:00 AM,P,0.00,3960.00,3915.00,45.00,2.30,P100,,,3/23/2023 1:12:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14544171,3/23/2023 11:15:00 AM,P,0.00,3970.00,3925.00,45.00,2.35,P100,,,3/23/2023 12:41:00 PM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,0
14560347,3/23/2023 11:30:00 AM,C,0.00,4020.00,4065.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,26
14560839,3/23/2023 11:45:00 AM,C,0.00,4015.00,4060.00,45.00,3.15,P100,,,,1x,,True,Expiration,3.15,3.10,1.65,0.05,0,0
14561251,3/23/2023 12:00:00 PM,C,0.00,4015.00,4060.00,45.00,3.20,P100,,,,1x,,True,Expiration,3.20,3.15,1.65,0.05,0,0
14561643,3/23/2023 12:15:00 PM,C,0.00,4010.00,4055.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
14547975,3/23/2023 12:30:00 PM,P,0.00,3965.00,3920.00,45.00,2.40,P100,,,3/23/2023 1:10:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
14562455,3/23/2023 12:45:00 PM,C,0.00,4005.00,4050.00,45.00,3.05,P100,,,,1x,,True,Expiration,3.05,3.00,1.65,0.05,0,0
14562863,3/23/2023 1:00:00 PM,C,0.00,4000.00,4045.00,45.00,3.05,P100,,,,1x,,True,Expiration,3.05,3.00,1.65,0.05,0,0
14563239,3/23/2023 1:15:00 PM,C,0.00,3995.00,4040.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14563635,3/23/2023 1:30:00 PM,C,0.00,3990.00,4035.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14551315,3/23/2023 1:45:00 PM,P,0.00,3950.00,3905.00,45.00,2.30,P100,,,3/23/2023 1:52:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14564423,3/23/2023 2:00:00 PM,C,0.00,3980.00,4025.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
14564791,3/23/2023 2:15:00 PM,C,0.00,3980.00,4025.00,45.00,2.75,P100,,,,1x,,True,Expiration,2.75,2.70,1.65,0.05,0,0
14565167,3/23/2023 2:30:00 PM,C,0.00,3965.00,4010.00,45.00,2.95,P100,,,3/23/2023 3:00:00 PM,1x,5.90,False,Stop Loss,-2.95,-3.15,3.30,0.20,1.1,0
14565571,3/23/2023 2:45:00 PM,C,0.00,3955.00,4000.00,45.00,2.85,P100,,,3/23/2023 3:00:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
14565911,3/23/2023 3:00:00 PM,C,0.00,3960.00,4005.00,45.00,2.40,P100,,,3/23/2023 3:00:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
14555251,3/23/2023 3:15:00 PM,P,0.00,3920.00,3875.00,45.00,2.90,P100,,,3/23/2023 3:19:00 PM,1x,5.80,False,Stop Loss,-2.90,-3.10,3.30,0.20,1.1,0
14566631,3/23/2023 3:30:00 PM,C,0.00,3950.00,3995.00,45.00,2.55,P100,,,3/23/2023 3:45:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
14556259,3/23/2023 3:45:00 PM,P,0.00,3935.00,3890.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14586115,3/24/2023 9:33:00 AM,C,0.00,3980.00,4025.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,26
14586819,3/24/2023 9:45:00 AM,C,0.00,3970.00,4020.00,50.00,2.30,P100,,,3/24/2023 10:14:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14570059,3/24/2023 10:00:00 AM,P,0.00,3870.00,3820.00,50.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,26
14571035,3/24/2023 10:15:00 AM,P,0.00,3870.00,3825.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14571987,3/24/2023 10:30:00 AM,P,0.00,3880.00,3835.00,45.00,2.40,P100,,,3/24/2023 11:11:00 AM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
14589347,3/24/2023 10:45:00 AM,C,0.00,3975.00,4030.00,55.00,2.30,P100,,,3/24/2023 12:01:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
14573719,3/24/2023 11:00:00 AM,P,0.00,3875.00,3825.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14590611,3/24/2023 11:15:00 AM,C,0.00,3960.00,4005.00,45.00,2.45,P100,,,3/24/2023 11:45:00 AM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
14575315,3/24/2023 11:30:00 AM,P,0.00,3870.00,3825.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14576087,3/24/2023 11:45:00 AM,P,0.00,3880.00,3835.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14576791,3/24/2023 12:00:00 PM,P,0.00,3900.00,3855.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
14592871,3/24/2023 12:15:00 PM,C,0.00,3970.00,4015.00,45.00,2.90,P100,,,3/24/2023 3:22:00 PM,1x,5.80,False,Stop Loss,-2.90,-3.10,3.30,0.20,1.1,0
14593427,3/24/2023 12:30:00 PM,C,0.00,3970.00,4015.00,45.00,2.80,P100,,,3/24/2023 3:22:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
14579055,3/24/2023 12:45:00 PM,P,0.00,3905.00,3860.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
14579723,3/24/2023 1:00:00 PM,P,0.00,3910.00,3865.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
14594959,3/24/2023 1:15:00 PM,C,0.00,3970.00,4015.00,45.00,2.95,P100,,,3/24/2023 3:22:00 PM,1x,5.90,False,Stop Loss,-2.95,-3.15,3.30,0.20,1.1,0
14581111,3/24/2023 1:30:00 PM,P,0.00,3915.00,3865.00,50.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14581767,3/24/2023 1:45:00 PM,P,0.00,3925.00,3880.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
14596203,3/24/2023 2:00:00 PM,C,0.00,3970.00,4015.00,45.00,2.80,P100,,,3/24/2023 3:22:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
14582935,3/24/2023 2:15:00 PM,P,0.00,3935.00,3890.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
14583459,3/24/2023 2:30:00 PM,P,0.00,3935.00,3890.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14583995,3/24/2023 2:45:00 PM,P,0.00,3945.00,3900.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
14584459,3/24/2023 3:00:00 PM,P,0.00,3950.00,3905.00,45.00,3.15,P100,,,,1x,,True,Expiration,3.15,3.10,1.65,0.05,0,0
14597951,3/24/2023 3:15:00 PM,C,0.00,3965.00,4010.00,45.00,2.95,P100,,,3/24/2023 3:18:00 PM,1x,5.90,False,Stop Loss,-2.95,-3.15,3.30,0.20,1.1,0
14585263,3/24/2023 3:30:00 PM,P,0.00,3965.00,3920.00,45.00,3.20,P100,,,,1x,,True,Expiration,3.20,3.15,1.65,0.05,0,0
14585551,3/24/2023 3:45:00 PM,P,0.00,3965.00,3920.00,45.00,2.85,P100,,,3/24/2023 3:55:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
14852591,3/27/2023 9:33:00 AM,P,0.00,3955.00,3910.00,45.00,2.35,P100,,,3/27/2023 10:35:00 AM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,26
